Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON,Row key,Family,Eligible row,Eligible timed row,Analysis minutes,Decision marker positive,INT explicit numeric,Recorded line count,Linked observed case,Dated case reference,Reviewed Analytical activity,Reviewed Activity confidence,Reviewed Purchasing stage,Reviewed Stage confidence,Reviewed Combined components,Reviewed Current Task IDs,Reviewed Register status and confidence,Enrichment reviewed on,Enrichment status,Additional evidence,Recorded clock interval minutes,Concurrent overlap minutes,Classification limitation,Source raw SHA256
2026-09-23,Baseline,1,OBS-01,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,3,3,Exact recorded interval,11:03,11:06,4L,/,/,Generate the PO and perform Verrichten.,,17;19,Mapped / P,PO generation and Verrichten are explicitly observed. Broad preparation/release is clear; exact register coverage remains provisional and no separate authorization check or Fiatteren is inferred.,,,Arno,live_family,,,,,1: OBS-01; 11:03 to 11:06,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-01 | PO | 11:03 | 11:06 | 4L | / | / | Generate the PO and perform Verrichten. |,"{""Case"": ""OBS-01"", ""Activity"": ""PO"", ""Start"": ""11:03"", ""End"": ""11:06"", ""Volume"": ""4L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Generate the PO and perform Verrichten.""}",2026-09-23 / row 1,PO,1,1,3,0,,4,2026-09-23 / OBS-01,2026-09-23 / OBS-01,"Prepare, amend or release a purchase order",C,Ordering,C,,17;19,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,3,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,30,OBS-10,EXC,Follow up order status or delivery commitments,C,Monitoring,C,EXCLUDE_EXC,VALID,,2,Exact recorded interval,12:16,12:18,/,/,/,Forward a colleague's information about whether delivery would take place as expected.,,unassigned,U / C,"The clarified note explicitly concerns whether delivery would occur as expected. Delivery-commitment follow-up is supported, while original EXC and the transport/logistics context remain excluded.",,,Arno,live_family,,,,,30: OBS-10; 12:16 to 12:18,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-10 | EXC | 12:16 | 12:18 | / | / | / | Forward a colleague's information about whether delivery would take place as expected. |,"{""Case"": ""OBS-10"", ""Activity"": ""EXC"", ""Start"": ""12:16"", ""End"": ""12:18"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Forward a colleague's information about whether delivery would take place as expected.""}",2026-09-23 / row 30,EXC,0,0,,0,,,2026-09-23 / OBS-10,2026-09-23 / OBS-10,Follow up order status or delivery commitments,C,Monitoring,C,,unassigned,U / C,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,31,OBS-11,CLAR,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,3,3,Exact recorded interval,12:18,12:21,/,/,/,Pause for now.,,unassigned,Unresolved / ?,Pause for now is recorded within otherwise unspecified clarification. Do not convert this into a purchasing HOLD/ORD decision or infer passive waiting time.,,,Arno,live_family,,,,,31: OBS-11; 12:18 to 12:21,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-11 | CLAR | 12:18 | 12:21 | / | / | / | Pause for now. |,"{""Case"": ""OBS-11"", ""Activity"": ""CLAR"", ""Start"": ""12:18"", ""End"": ""12:21"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Pause for now.""}",2026-09-23 / row 31,CLAR,1,1,3,0,,,2026-09-23 / OBS-11,2026-09-23 / OBS-11,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,3,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,32,OBS-12,REQ-mail,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,/,/,/,/,/,,,1,Mapped / P,The case note describes fresh urgent component demand followed by an attempted merge/MAX. Probable defined-request intake is retained; supplier unavailability alone does not establish excluded aftercare on a previously placed component order.,,,Arno,live_family,,,,,32: OBS-12; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-12 | REQ-mail | / | / | / | / | / | |,"{""Case"": ""OBS-12"", ""Activity"": ""REQ-mail"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 32,REQ,1,0,,0,,,2026-09-23 / OBS-12,2026-09-23 / OBS-12,Receive and complete a defined purchasing request,P,Ordering,P,,1,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,33,OBS-12,PO,"Assess demand, consolidate and decide order timing",C,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,12:21,12:26,2L,/,/,See the separate case note below.,,7,Mapped / P,"The case note explicitly describes a failed merge with the open Eendracht PO and a MAX attempt with Technoflex. Retain five undivided minutes of demand/consolidation work. Do not infer successful addition, Task 9, PO entry, a separate supplier-selection episode, HOLD/ORD or excluded aftercare.",,,Arno,live_family,,,,,33: OBS-12; 12:21 to 12:26,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-12 | PO | 12:21 | 12:26 | 2L | / | / | See the separate case note below. |,"{""Case"": ""OBS-12"", ""Activity"": ""PO"", ""Start"": ""12:21"", ""End"": ""12:26"", ""Volume"": ""2L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""See the separate case note below.""}",2026-09-23 / row 33,PO,1,1,5,0,,2,2026-09-23 / OBS-12,2026-09-23 / OBS-12,"Assess demand, consolidate and decide order timing",C,Ordering,C,,7,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,"Yijie, 25 September 2026: MAX routinely checks Exact production-order and stock advice; he has not observed quantity adjustment. Arno explained that open POs can allow later demand consolidation. Dennis described per-PO processing cost. These are general explanations, not proof of a case-specific HOLD, saving or error.",5,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,34,OBS-12,CLAR,Receive and complete a defined purchasing request,C,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,12:26,12:31,/,/,/,"Look for the relevant drawing; unable to find it, ask a colleague.",,4;5,Mapped / P,"The observed search and colleague enquiry concern missing drawings for an existing ordering need. Yijie clarified on 25 September that Engineering had supplied most drawings but omitted part of the set, and that Engineering supplies drawings for customised articles. This supports completing order inputs in Ordering, rather than determining a new specification. Task 4/5 linkage remains provisional. This case-level explanation does not establish the reason for other drawing episodes.",,,Arno,live_family,,,,,34: OBS-12; 12:26 to 12:31,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,"| OBS-12 | CLAR | 12:26 | 12:31 | / | / | / | Look for the relevant drawing; unable to find it, ask a colleague. |","{""Case"": ""OBS-12"", ""Activity"": ""CLAR"", ""Start"": ""12:26"", ""End"": ""12:31"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Look for the relevant drawing; unable to find it, ask a colleague.""}",2026-09-23 / row 34,CLAR,1,1,5,0,,,2026-09-23 / OBS-12,2026-09-23 / OBS-12,Receive and complete a defined purchasing request,C,Ordering,C,,4;5,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,"Yijie, conversation of 25 September 2026: missing Engineering drawings in 23 September OBS-12; retrospective case clarification, not notebook text.",5,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,35,OBS-13,OTHER,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,3,3,Exact recorded interval,13:02,13:05,/,/,/,Review an offer from Hydrasun and forward it to Kees.,,unassigned,Unresolved / ?,"Reviewing Hydrasun offer information and forwarding it internally to Kees are explicit, but the purchasing decision served is unknown. Do not infer supplier selection, negotiation or supplier-PO sending.",,,Arno,live_family,,,,,35: OBS-13; 13:02 to 13:05,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-13 | OTHER | 13:02 | 13:05 | / | / | / | Review an offer from Hydrasun and forward it to Kees. |,"{""Case"": ""OBS-13"", ""Activity"": ""OTHER"", ""Start"": ""13:02"", ""End"": ""13:05"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Review an offer from Hydrasun and forward it to Kees.""}",2026-09-23 / row 35,OTHER,1,1,3,0,,,2026-09-23 / OBS-13,2026-09-23 / OBS-13,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,3,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,36,OBS-12,CLAR,Unresolved activity,?,Ordering,P,INCLUDE,VALID,3,3,Exact recorded interval,13:05,13:08,/,/,/,/,,unassigned,Unresolved / ?,Blank CLAR resumes the urgent-demand case. Ordering context is provisional; do not assume this is further drawing retrieval or add a distinct technical requirement decision.,,,Arno,live_family,,,,,36: OBS-12; 13:05 to 13:08,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-12 | CLAR | 13:05 | 13:08 | / | / | / | / |,"{""Case"": ""OBS-12"", ""Activity"": ""CLAR"", ""Start"": ""13:05"", ""End"": ""13:08"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 36,CLAR,1,1,3,0,,,2026-09-23 / OBS-12,2026-09-23 / OBS-12,Unresolved activity,?,Ordering,P,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,3,,Blank CLAR after lunch. Do not automatically assign the earlier missing-drawing explanation to this row.,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,37,OBS-14,REQ-mail,Establish or clarify purchasing requirements,P,Specification,P,INCLUDE,VALID,,,Untimed,/,/,/,/,/,/,,1,Mapped / P,The mail request leads to history review and a suitability question about a lower-pressure tube. Requirement-clarification intake is probable; it has no recorded duration.,,,Arno,live_family,,,,,37: OBS-14; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-14 | REQ-mail | / | / | / | / | / | / |,"{""Case"": ""OBS-14"", ""Activity"": ""REQ-mail"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 37,REQ,1,0,,0,,,2026-09-23 / OBS-14,2026-09-23 / OBS-14,Establish or clarify purchasing requirements,P,Specification,P,,1,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,38,OBS-14,CLAR,Establish or clarify purchasing requirements,C,Specification,C,INCLUDE,VALID,5,5,Exact recorded interval,13:08,13:13,/,/,/,Look into the history of tubes following Emiel's request to order a tube.,,4;5,Mapped / P,"History review follows the tube request, and the confirmed case interpretation concerns pressure-rating suitability. This supports requirement investigation; the precise register sequence remains provisional and cheaper price does not establish negotiation.",,,Arno,live_family,,,,,38: OBS-14; 13:08 to 13:13,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-14 | CLAR | 13:08 | 13:13 | / | / | / | Look into the history of tubes following Emiel's request to order a tube. |,"{""Case"": ""OBS-14"", ""Activity"": ""CLAR"", ""Start"": ""13:08"", ""End"": ""13:13"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Look into the history of tubes following Emiel's request to order a tube.""}",2026-09-23 / row 38,CLAR,1,1,5,0,,,2026-09-23 / OBS-14,2026-09-23 / OBS-14,Establish or clarify purchasing requirements,C,Specification,C,,4;5,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,5,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,39,OBS-14,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,4,4,Exact recorded interval,13:13,13:17,5L,/,/,Four lines added.,,17,Mapped / P,"Four lines added during the tube case. This supports amendment/completion, not an inferred MAX search, approval, dispatch or aftercare activity.",,,Arno,live_family,,,,,39: OBS-14; 13:13 to 13:17,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-14 | PO | 13:13 | 13:17 | 5L | / | / | Four lines added. |,"{""Case"": ""OBS-14"", ""Activity"": ""PO"", ""Start"": ""13:13"", ""End"": ""13:17"", ""Volume"": ""5L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Four lines added.""}",2026-09-23 / row 39,PO,1,1,4,0,,5,2026-09-23 / OBS-14,2026-09-23 / OBS-14,"Prepare, amend or release a purchase order",C,Ordering,C,,17,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,4,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,40,OBS-14,CLAR,Establish or clarify purchasing requirements,C,Specification,C,INCLUDE,VALID,1,1,Exact recorded interval,13:17,13:18,/,/,/,Ask Emiel for confirmation; see the tube specification note below.,,4,Mapped / P,"Arno explicitly asks Emiel whether the lower-pressure HSP tube is suitable. This clarifies the purchasing requirement, not a confirmed commercial negotiation or completed-order price check.",,,Arno,live_family,,,,,40: OBS-14; 13:17 to 13:18,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-14 | CLAR | 13:17 | 13:18 | / | / | / | Ask Emiel for confirmation; see the tube specification note below. |,"{""Case"": ""OBS-14"", ""Activity"": ""CLAR"", ""Start"": ""13:17"", ""End"": ""13:18"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Ask Emiel for confirmation; see the tube specification note below.""}",2026-09-23 / row 40,CLAR,1,1,1,0,,,2026-09-23 / OBS-14,2026-09-23 / OBS-14,Establish or clarify purchasing requirements,C,Specification,C,,4,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,1,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,41,OBS-14,SEND,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,1,1,Exact recorded interval,14:59,15:00,/,/,/,Exact delay.,,unassigned,Unresolved / ?,SEND is timed 14:59–15:00 but document and recipient are not recorded; the case contains both specification and PO work. Preserve written row order and the Exact-delay note without inferring the sending purpose or any delay duration.,,,Arno,live_family,,,,,41: OBS-14; 14:59 to 15:00,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-14 | SEND | 14:59 | 15:00 | / | / | / | Exact delay. |,"{""Case"": ""OBS-14"", ""Activity"": ""SEND"", ""Start"": ""14:59"", ""End"": ""15:00"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Exact delay.""}",2026-09-23 / row 41,SEND,1,1,1,0,,,2026-09-23 / OBS-14,2026-09-23 / OBS-14,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,1,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,42,OBS-12,SEND,Unresolved activity,?,Ordering,P,INCLUDE,VALID,2,2,Exact recorded interval,13:18,13:20,/,/,/,/,,unassigned,Unresolved / ?,Blank SEND in the urgent-demand case has probable ordering context but no evidenced document/recipient. It is not automatically Task 23 or supplier-PO sending.,,,Arno,live_family,,,,,42: OBS-12; 13:18 to 13:20,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-12 | SEND | 13:18 | 13:20 | / | / | / | / |,"{""Case"": ""OBS-12"", ""Activity"": ""SEND"", ""Start"": ""13:18"", ""End"": ""13:20"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 42,SEND,1,1,2,0,,,2026-09-23 / OBS-12,2026-09-23 / OBS-12,Unresolved activity,?,Ordering,P,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,43,OBS-15,REQ-mail,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,/,/,/,/,/,/,,1,Mapped / P,Mail intake precedes this case’s one-line PO work. A defined ordering request is provisional; the untimed occurrence supplies no intake duration.,,,Arno,live_family,,,,,43: OBS-15; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-15 | REQ-mail | / | / | / | / | / | / |,"{""Case"": ""OBS-15"", ""Activity"": ""REQ-mail"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 43,REQ,1,0,,0,,,2026-09-23 / OBS-15,2026-09-23 / OBS-15,Receive and complete a defined purchasing request,P,Ordering,P,,1,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,44,OBS-07,EXC,Follow up order status or delivery commitments,C,Monitoring,C,EXCLUDE_EXC,VALID,,4,Exact recorded interval,13:20,13:24,/,/,/,Ask about the ETA and a payment issue; the source names Hytech.,,unassigned,U / C,The source explicitly asks about ETA and a payment issue. Monitoring/follow-up is supported; no Finance-returned Task 30 is established and original EXC remains excluded.,,,Arno,live_family,,,,,44: OBS-07; 13:20 to 13:24,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-07 | EXC | 13:20 | 13:24 | / | / | / | Ask about the ETA and a payment issue; the source names Hytech. |,"{""Case"": ""OBS-07"", ""Activity"": ""EXC"", ""Start"": ""13:20"", ""End"": ""13:24"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Ask about the ETA and a payment issue; the source names Hytech.""}",2026-09-23 / row 44,EXC,0,0,,0,,,2026-09-23 / OBS-07,2026-09-23 / OBS-07,Follow up order status or delivery commitments,C,Monitoring,C,,unassigned,U / C,2026-09-25,Reviewed; retain explicit uncertainties,,4,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,45,OBS-15,PO,"Prepare, amend or release a purchase order",P,Ordering,P,INCLUDE,VALID,2,2,Exact recorded interval,13:24,13:26,1L,/,/,/,,17,Mapped / P,"A one-line PO episode is recorded without a detailed note. Retain provisional order preparation; no authorization, release, MAX or specific entry sequence is established.",,,Arno,live_family,,,,,45: OBS-15; 13:24 to 13:26,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-15 | PO | 13:24 | 13:26 | 1L | / | / | / |,"{""Case"": ""OBS-15"", ""Activity"": ""PO"", ""Start"": ""13:24"", ""End"": ""13:26"", ""Volume"": ""1L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 45,PO,1,1,2,0,,1,2026-09-23 / OBS-15,2026-09-23 / OBS-15,"Prepare, amend or release a purchase order",P,Ordering,P,,17,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,46,OBS-15,CHECK,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,2,2,Exact recorded interval,13:26,13:28,/,/,/,,,unassigned,Unresolved / ?,The CHECK subtype and comparison documents are unspecified. Its position after a PO row does not establish pre-release control or returned-confirmation checking.,,,Arno,live_family,,,,,46: OBS-15; 13:26 to 13:28,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-15 | CHECK | 13:26 | 13:28 | / | / | / | |,"{""Case"": ""OBS-15"", ""Activity"": ""CHECK"", ""Start"": ""13:26"", ""End"": ""13:28"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 46,CHECK,1,1,2,0,,,2026-09-23 / OBS-15,2026-09-23 / OBS-15,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,47,OBS-15,OTHER,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,2,2,Exact recorded interval,13:28,13:30,/,/,/,Walk to Emiel's desk to pass on information.,,unassigned,U / C,Walking to Emiel to pass information is explicit internal purchasing coordination in this case. Purpose/content are not sufficient for a stage-specific activity. Walking is not automatically Logistics work or waiting.,,,Arno,live_family,,,,,47: OBS-15; 13:28 to 13:30,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-15 | OTHER | 13:28 | 13:30 | / | / | / | Walk to Emiel's desk to pass on information. |,"{""Case"": ""OBS-15"", ""Activity"": ""OTHER"", ""Start"": ""13:28"", ""End"": ""13:30"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Walk to Emiel's desk to pass on information.""}",2026-09-23 / row 47,OTHER,1,1,2,0,,,2026-09-23 / OBS-15,2026-09-23 / OBS-15,Unresolved activity,?,Unresolved stage,?,,unassigned,U / C,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
