Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON
2026-08-28,Pilot,1,OBS-01/09,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,09:36,09:41,2L,1,,New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.,,7;8,Mapped / P,MAX search and assessment are supported; translated Tasks 7–8 remain provisional. No actual addition or hold/proceed outcome is inferred.,Translate source pre-31-August Tasks 8–9 to current Tasks 7–8. Maximalisatie supports ordering; actual consolidation (old Task 10/current Task 9) was not recorded. Preserve the merged OBS-01/09 case identity.,,Arno,historical_task_id,P,09:36–09:41,"2L, INT 1",5 / 5,1: OBS-01/09; 09:36–09:41,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01/09                                                         | 09:36–09:41 | 5   | 8–9             | P     | Maximalisatie                                           | 2L, INT 1      | New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.                                                                                                                                                                           |","{""Case"": ""OBS-01/09"", ""Time"": ""09:36–09:41"", ""Min"": ""5"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie"", ""Vol / INT"": ""2L, INT 1"", ""Observation note"": ""New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.""}"
2026-09-01,Baseline,29,OBS-18,REQ,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,—,—,—,0,—,Exact-originated case; partly processed before pre-control.,,1,Mapped / P,"Exact-originated demand precedes the explicitly described pre-control episode, supporting probable identified demand and ordering-stage intake. No intake duration is available. The following pre-control row has its own recorded interval; no intake duration is added to it.","Exact-originated demand precedes the explicitly described pre-control episode, supporting probable identified demand and ordering-stage intake. No intake duration is available. The following pre-control row has its own recorded interval; no intake duration is added to it.",,Arno,live_family,,,,n/a / n/a,29: OBS-18; untimed,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-18 | REQ | — | — | — | 0 | — | Exact-originated case; partly processed before pre-control. |,"{""Case"": ""OBS-18"", ""Activity"": ""REQ"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Exact-originated case; partly processed before pre-control.""}"
2026-09-01,Baseline,30,OBS-18,CHECK,Check and correct an order before release,C,Ordering,C,INCLUDE,VALID,6,6,Exact recorded interval,12:09,12:15,4L,0,—,Pre-control: delivery time adjusted; price control could not be completed because of an unpaid-invoice issue. Supplier identity omitted.,,unassigned,Unresolved / ?,"Explicit pre-control and delivery-time adjustment support ordering. Price control was blocked by an unpaid-invoice issue, but the source does not document separate invoice investigation or aftercare during this interval. Retain six minutes of observed routine control; do not exclude it solely because a payment problem prevented completion. The checked price sources and detailed task sequence remain unspecified, so no Tasks 14-16 range or duration split is imposed.","Explicit pre-control and delivery-time adjustment support ordering. Price control was blocked by an unpaid-invoice issue, but the source does not document separate invoice investigation or aftercare during this interval. Retain six minutes of observed routine control; do not exclude it solely because a payment problem prevented completion. The checked price sources and detailed task sequence remain unspecified, so no Tasks 14-16 range or duration split is imposed.",,Arno,live_family,,,,6 / 6,30: OBS-18; 12:09 to 12:15,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-18 | CHECK | 12:09 | 12:15 | 4L | 0 | — | Pre-control: delivery time adjusted; price control could not be completed because of an unpaid-invoice issue. Supplier identity omitted. |,"{""Case"": ""OBS-18"", ""Activity"": ""CHECK"", ""Start"": ""12:09"", ""End"": ""12:15"", ""Volume"": ""4L"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Pre-control: delivery time adjusted; price control could not be completed because of an unpaid-invoice issue. Supplier identity omitted.""}"
2026-09-01,Baseline,31,OBS-19,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,5,Exact recorded interval,12:15,12:20,—,0,Y,Unavailable item: searched for an alternative and contacted manufacturer/supply source. J: choose next exception-handling route.,,31,Mapped / P,"Unavailable-item alternative search partly matches Task 31. The note establishes an exception on an existing PO but not whether the search serves supplier selection, component substitution or another purchasing purpose. Keep the stage unresolved and original EXC excluded; do not infer line removal or separately timed decision work.","Unavailable-item alternative search partly matches Task 31. The note establishes an exception on an existing PO but not whether the search serves supplier selection, component substitution or another purchasing purpose. Keep the stage unresolved and original EXC excluded; do not infer line removal or separately timed decision work.",,Arno,live_family,,,,5 / n/a,31: OBS-19; 12:15 to 12:20,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-19 | EXC | 12:15 | 12:20 | — | 0 | Y | Unavailable item: searched for an alternative and contacted manufacturer/supply source. J: choose next exception-handling route. |,"{""Case"": ""OBS-19"", ""Activity"": ""EXC"", ""Start"": ""12:15"", ""End"": ""12:20"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""Unavailable item: searched for an alternative and contacted manufacturer/supply source. J: choose next exception-handling route.""}"
2026-09-01,Baseline,32,OBS-19,EXC,Combined activities,P,Monitoring,C,EXCLUDE_EXC,VALID,,3,Exact recorded interval,12:22,12:25,—,0,—,Supplier confirmation covered only part of the PO; follow-up call required.,Check and process supplier confirmations; Follow up order status or delivery commitments,26,Mixed / P,"A supplier confirmation covering only part of the PO provides confirmation-comparison context and leads to supplier follow-up. Task 26 is a probable partial fit; the follow-up communication is not fully represented by it. Monitoring is explicit, and original EXC remains excluded.","A supplier confirmation covering only part of the PO provides confirmation-comparison context and leads to supplier follow-up. Task 26 is a probable partial fit; the follow-up communication is not fully represented by it. Monitoring is explicit, and original EXC remains excluded.",,Arno,live_family,,,,3 / n/a,32: OBS-19; 12:22 to 12:25,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-19 | EXC | 12:22 | 12:25 | — | 0 | — | Supplier confirmation covered only part of the PO; follow-up call required. |,"{""Case"": ""OBS-19"", ""Activity"": ""EXC"", ""Start"": ""12:22"", ""End"": ""12:25"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Supplier confirmation covered only part of the PO; follow-up call required.""}"
2026-09-01,Baseline,33,31AUG-OBS-07,OTHER,Maintain purchasing master data,C,Unresolved stage,?,INCLUDE,VALID,8,8,Exact recorded interval,13:15,13:23,—,0,—,Continuation of 31 August article-master work that could not be finished because required data were missing.,,unassigned,U / C,"Preserve the cross-date identity 31AUG-OBS-07. This is eight recorded minutes continuing article-master work with missing data; article-master maintenance is outside the detailed register. The missing fields and purchasing-stage purpose are unspecified, so do not infer specification or count the earlier day again.","Preserve the cross-date identity 31AUG-OBS-07. This is eight recorded minutes continuing article-master work with missing data; article-master maintenance is outside the detailed register. The missing fields and purchasing-stage purpose are unspecified, so do not infer specification or count the earlier day again.",,Arno,live_family,,,,8 / 8,33: 31AUG-OBS-07; 13:15 to 13:23,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| 31AUG-OBS-07 | OTHER | 13:15 | 13:23 | — | 0 | — | Continuation of 31 August article-master work that could not be finished because required data were missing. |,"{""Case"": ""31AUG-OBS-07"", ""Activity"": ""OTHER"", ""Start"": ""13:15"", ""End"": ""13:23"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Continuation of 31 August article-master work that could not be finished because required data were missing.""}"
2026-09-01,Baseline,34,OBS-20,OTHER,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,4,4,Exact recorded interval,13:23,13:27,—,0,—,Read purchasing-related email; exact case subtype not captured.,,unassigned,Unresolved / ?,"Purchasing-related email reading is explicit, but the message subject and task subtype are not recorded. Keep eligible family time while leaving task coverage and stage unresolved; unknown subtype is not evidence of known unregistered work.","Purchasing-related email reading is explicit, but the message subject and task subtype are not recorded. Keep eligible family time while leaving task coverage and stage unresolved; unknown subtype is not evidence of known unregistered work.",,Arno,live_family,,,,4 / 4,34: OBS-20; 13:23 to 13:27,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-20 | OTHER | 13:23 | 13:27 | — | 0 | — | Read purchasing-related email; exact case subtype not captured. |,"{""Case"": ""OBS-20"", ""Activity"": ""OTHER"", ""Start"": ""13:23"", ""End"": ""13:27"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Read purchasing-related email; exact case subtype not captured.""}"
2026-09-01,Baseline,35,OBS-21,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,13:27,13:29,—,0,—,Supplier question originating from Sales. Start time corrected from prior transcription to remove overlap with OBS-20.,,unassigned,Unresolved / ?,"The supplier question originated in Sales, but its content is absent. Preserve the corrected 13:27-13:29 interval and original EXC; do not infer stage or specific task from the participants.","The supplier question originated in Sales, but its content is absent. Preserve the corrected 13:27-13:29 interval and original EXC; do not infer stage or specific task from the participants.",,Arno,live_family,,,,2 / n/a,35: OBS-21; 13:27 to 13:29,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | EXC | 13:27 | 13:29 | — | 0 | — | Supplier question originating from Sales. Start time corrected from prior transcription to remove overlap with OBS-20. |,"{""Case"": ""OBS-21"", ""Activity"": ""EXC"", ""Start"": ""13:27"", ""End"": ""13:29"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Supplier question originating from Sales. Start time corrected from prior transcription to remove overlap with OBS-20.""}"
2026-09-01,Baseline,36,OBS-22,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,21,21,Exact recorded interval,13:29,13:50,—,0,Y,Determine what needed to be ordered and create one PO. Combined order-processing episode; exact internal task split unsupported. `MAXOBS=?`.,,17,Mapped / P,"Determining what to order and creating a PO establish ordering purpose. Task 17 is a supported probable fit for the combined episode, but the assessed inputs and internal actions are not specified. Do not assign the full Tasks 6-17 range, approval/release steps or a task-duration split; MAXOBS remains unknown.","Determining what to order and creating a PO establish ordering purpose. Task 17 is a supported probable fit for the combined episode, but the assessed inputs and internal actions are not specified. Do not assign the full Tasks 6-17 range, approval/release steps or a task-duration split; MAXOBS remains unknown.",,Arno,live_family,,,,21 / 21,36: OBS-22; 13:29 to 13:50,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-22 | PO | 13:29 | 13:50 | — | 0 | Y | Determine what needed to be ordered and create one PO. Combined order-processing episode; exact internal task split unsupported. `MAXOBS=?`. |,"{""Case"": ""OBS-22"", ""Activity"": ""PO"", ""Start"": ""13:29"", ""End"": ""13:50"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""Determine what needed to be ordered and create one PO. Combined order-processing episode; exact internal task split unsupported. `MAXOBS=?`.""}"
2026-09-01,Baseline,37,OBS-23,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,3,3,Exact recorded interval,13:50,13:53,—,0,—,One PO created. `MAXOBS=?`.,,17,Mapped / P,"One PO is created, establishing ordering purpose and probable order preparation under Task 17. Creation alone does not establish authorization, Fiatteren, release, supplier forwarding or separately timed system generation. Preserve MAXOBS=? rather than treating it as no MAX.","One PO is created, establishing ordering purpose and probable order preparation under Task 17. Creation alone does not establish authorization, Fiatteren, release, supplier forwarding or separately timed system generation. Preserve MAXOBS=? rather than treating it as no MAX.",,Arno,live_family,,,,3 / 3,37: OBS-23; 13:50 to 13:53,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-23 | PO | 13:50 | 13:53 | — | 0 | — | One PO created. `MAXOBS=?`. |,"{""Case"": ""OBS-23"", ""Activity"": ""PO"", ""Start"": ""13:50"", ""End"": ""13:53"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""One PO created. `MAXOBS=?`.""}"
2026-09-01,Baseline,38,OBS-24,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:53,13:54,—,1,—,One PO created; interrupted by OBS-25 phone case and resumed at 13:55. `MAXOBS=?`.,,17,Mapped / P,"Initial PO-creation segment precedes the explicitly recorded OBS-25 interruption and later resumption. Map probable Task 17 within ordering, with no inferred approval steps, extra interruption time or MAX result.","Initial PO-creation segment precedes the explicitly recorded OBS-25 interruption and later resumption. Map probable Task 17 within ordering, with no inferred approval steps, extra interruption time or MAX result.",,Arno,live_family,,,,1 / 1,38: OBS-24; 13:53 to 13:54,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-24 | PO | 13:53 | 13:54 | — | 1 | — | One PO created; interrupted by OBS-25 phone case and resumed at 13:55. `MAXOBS=?`. |,"{""Case"": ""OBS-24"", ""Activity"": ""PO"", ""Start"": ""13:53"", ""End"": ""13:54"", ""Volume"": ""—"", ""INT"": ""1"", ""DEC?"": ""—"", ""Result / short note"": ""One PO created; interrupted by OBS-25 phone case and resumed at 13:55. `MAXOBS=?`.""}"
2026-09-01,Baseline,39,OBS-25,REQ,Unresolved activity,?,Ordering,P,REVIEW_SCOPE,VALID,,,Untimed,—,—,—,0,—,Phone request concerning an existing PO.,,unassigned,Unresolved / ?,"Phone intake concerns an existing PO and leads directly to its adjustment, supporting probable ordering context. The amendment reason is absent, so routine preparation versus excluded aftercare is unresolved. It is not established as new purchasing-need intake; duration remains absent.","Phone intake concerns an existing PO and leads directly to its adjustment, supporting probable ordering context. The amendment reason is absent, so routine preparation versus excluded aftercare is unresolved. It is not established as new purchasing-need intake; duration remains absent.",,Arno,live_family,,,,n/a / n/a,39: OBS-25; untimed,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-25 | REQ | — | — | — | 0 | — | Phone request concerning an existing PO. |,"{""Case"": ""OBS-25"", ""Activity"": ""REQ"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Phone request concerning an existing PO.""}"
2026-09-01,Baseline,40,OBS-25,PO,"Prepare, amend or release a purchase order",P,Ordering,P,REVIEW_SCOPE,VALID,,1,Exact recorded interval,13:54,13:55,1L,0,Y,Adjust existing PO; judgement recorded in live notes. `MAXOBS=?`.,,17,Mapped / P,"Adjustment of an existing PO establishes ordering activity and probably overlaps Task 17, but the reason is absent. Normal preparation versus excluded exception/cancellation rework cannot be separated. Keep the one recorded minute and judgement flag without eligible minutes or inferred MAX/HOLD outcome.","Adjustment of an existing PO establishes ordering activity and probably overlaps Task 17, but the reason is absent. Normal preparation versus excluded exception/cancellation rework cannot be separated. Keep the one recorded minute and judgement flag without eligible minutes or inferred MAX/HOLD outcome. Stage reassessment, 21 September: The recorded PO adjustment supports provisional order amendment, but its purpose is missing. Confirmation-related correction remains possible, so ordering is not certain. Scope stays under review. Current stage: VW4 / P.","21 September: VW4 / C to VW4 / P. The recorded PO adjustment supports provisional order amendment, but its purpose is missing. Confirmation-related correction remains possible, so ordering is not certain. Scope stays under review.",Arno,live_family,,,,1 / n/a,40: OBS-25; 13:54 to 13:55,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-25 | PO | 13:54 | 13:55 | 1L | 0 | Y | Adjust existing PO; judgement recorded in live notes. `MAXOBS=?`. |,"{""Case"": ""OBS-25"", ""Activity"": ""PO"", ""Start"": ""13:54"", ""End"": ""13:55"", ""Volume"": ""1L"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""Adjust existing PO; judgement recorded in live notes. `MAXOBS=?`.""}"
2026-09-01,Baseline,41,OBS-24,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,13:55,13:57,—,0,—,Resume and complete PO creation after OBS-25 interruption. `MAXOBS=?`.,,17,Mapped / P,The source explicitly resumes and completes OBS-24 PO creation. Preserve this separate two-minute segment after the interruption and probable Task 17; do not count OBS-25 time as part of this case or infer approval/release steps.,The source explicitly resumes and completes OBS-24 PO creation. Preserve this separate two-minute segment after the interruption and probable Task 17; do not count OBS-25 time as part of this case or infer approval/release steps.,,Arno,live_family,,,,2 / 2,41: OBS-24; 13:55 to 13:57,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-24 | PO | 13:55 | 13:57 | — | 0 | — | Resume and complete PO creation after OBS-25 interruption. `MAXOBS=?`. |,"{""Case"": ""OBS-24"", ""Activity"": ""PO"", ""Start"": ""13:55"", ""End"": ""13:57"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Resume and complete PO creation after OBS-25 interruption. `MAXOBS=?`.""}"
2026-09-01,Baseline,42,OBS-26,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:57,13:58,—,0,—,One PO created. `MAXOBS=?`.,,17,Mapped / P,"One PO is created, supporting probable Task 17 and confident ordering purpose. No specific authorization, approval, release or system-generation action is separately evidenced; MAXOBS remains unknown.","One PO is created, supporting probable Task 17 and confident ordering purpose. No specific authorization, approval, release or system-generation action is separately evidenced; MAXOBS remains unknown.",,Arno,live_family,,,,1 / 1,42: OBS-26; 13:57 to 13:58,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-26 | PO | 13:57 | 13:58 | — | 0 | — | One PO created. `MAXOBS=?`. |,"{""Case"": ""OBS-26"", ""Activity"": ""PO"", ""Start"": ""13:57"", ""End"": ""13:58"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""One PO created. `MAXOBS=?`.""}"
2026-09-01,Baseline,43,OBS-27,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,13:58,14:03,—,0,—,One PO created. `MAXOBS=?`.,,17,Mapped / P,"One PO is created, supporting probable Task 17 and confident ordering purpose. The later MAX/HOLD episode is separate; do not import its later actions into these five minutes or infer approval/release steps.","One PO is created, supporting probable Task 17 and confident ordering purpose. The later MAX/HOLD episode is separate; do not import its later actions into these five minutes or infer approval/release steps.",,Arno,live_family,,,,5 / 5,43: OBS-27; 13:58 to 14:03,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-27 | PO | 13:58 | 14:03 | — | 0 | — | One PO created. `MAXOBS=?`. |,"{""Case"": ""OBS-27"", ""Activity"": ""PO"", ""Start"": ""13:58"", ""End"": ""14:03"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""One PO created. `MAXOBS=?`.""}"
2026-09-01,Baseline,44,OBS-28,PO,"Prepare, amend or release a purchase order",P,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,14:03,14:05,—,0,—,One PO created. `MAXOBS=?`.,,17,Mapped / P,"One PO is created, supporting probable Task 17 and confident ordering purpose. Preserve MAXOBS=? and do not infer authorization or release tasks from creation alone.","One PO is created, supporting probable Task 17 and confident ordering purpose. Preserve MAXOBS=? and do not infer authorization or release tasks from creation alone.",,Arno,live_family,,,,2 / 2,44: OBS-28; 14:03 to 14:05,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-28 | PO | 14:03 | 14:05 | — | 0 | — | One PO created. `MAXOBS=?`. |,"{""Case"": ""OBS-28"", ""Activity"": ""PO"", ""Start"": ""14:03"", ""End"": ""14:05"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""One PO created. `MAXOBS=?`.""}"
2026-09-01,Baseline,45,OBS-23,PO,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,4,4,Exact recorded interval,14:05,14:09,—,0,Y,HOLD outcome observed. MAX check was not explicitly captured: `MAXOBS=?`.,,11,Mapped / P,"HOLD is observed, which provisionally matches the hold/proceed task. The MAX check, exact HOLD cues and intervening assessment are not captured; do not add Tasks 7, 8 or 10 or treat all four minutes as pure decision time.","HOLD is observed, which provisionally matches the hold/proceed task. The MAX check, exact HOLD cues and intervening assessment are not captured; do not add Tasks 7, 8 or 10 or treat all four minutes as pure decision time.",,Arno,live_family,,,,4 / 4,45: OBS-23; 14:05 to 14:09,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-23 | PO | 14:05 | 14:09 | — | 0 | Y | HOLD outcome observed. MAX check was not explicitly captured: `MAXOBS=?`. |,"{""Case"": ""OBS-23"", ""Activity"": ""PO"", ""Start"": ""14:05"", ""End"": ""14:09"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""HOLD outcome observed. MAX check was not explicitly captured: `MAXOBS=?`.""}"
2026-09-01,Baseline,46,OBS-24,PO,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,14:09,14:11,—,0,Y,"`MAXOBS=Y; MAX=?; HOLD`. MAX occurred, but ADD/NONE result was not separately captured.",,7;11,Mapped / P,"MAX occurrence and HOLD are explicit, providing probable coverage by the MAX-check and hold/proceed tasks. ADD/NONE and detailed assessment cues are absent, so do not infer Task 9 or a separately evidenced Task 8/10 sequence. Preserve the combined two-minute interval once.","MAX occurrence and HOLD are explicit, providing probable coverage by the MAX-check and hold/proceed tasks. ADD/NONE and detailed assessment cues are absent, so do not infer Task 9 or a separately evidenced Task 8/10 sequence. Preserve the combined two-minute interval once.",,Arno,live_family,,,,2 / 2,46: OBS-24; 14:09 to 14:11,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-24 | PO | 14:09 | 14:11 | — | 0 | Y | `MAXOBS=Y; MAX=?; HOLD`. MAX occurred, but ADD/NONE result was not separately captured. |","{""Case"": ""OBS-24"", ""Activity"": ""PO"", ""Start"": ""14:09"", ""End"": ""14:11"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""`MAXOBS=Y; MAX=?; HOLD`. MAX occurred, but ADD/NONE result was not separately captured.""}"
2026-09-01,Baseline,47,OBS-26,PO,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,14:11,14:12,—,0,Y,`MAXOBS=Y; MAX=?; HOLD`.,,7;11,Mapped / P,"MAX occurrence and HOLD are recorded, supporting probable MAX-check/hold coverage. The consolidation result and assessment cues remain unknown. Keep one combined minute without task or decision-time subdivision.","MAX occurrence and HOLD are recorded, supporting probable MAX-check/hold coverage. The consolidation result and assessment cues remain unknown. Keep one combined minute without task or decision-time subdivision.",,Arno,live_family,,,,1 / 1,47: OBS-26; 14:11 to 14:12,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-26 | PO | 14:11 | 14:12 | — | 0 | Y | `MAXOBS=Y; MAX=?; HOLD`. |,"{""Case"": ""OBS-26"", ""Activity"": ""PO"", ""Start"": ""14:11"", ""End"": ""14:12"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""`MAXOBS=Y; MAX=?; HOLD`.""}"
